hash,datetime,from,to,value_token,direction
0x78fa38adaeeb0eaa9d53fce7d655f0004f531fd8f2608983ce9fa31e742c5196,2026-06-29 16:10:59+00:00,0xc77e32c07bc9c40333f2d9776ce5150ccb1482c9,0x9642b23ed1e01df1092b92641051881a322f5d4e,161819.08,deposit_to_exchange
0x7038c45af3533b00a8c00c5e1f8fdd7e3622fa20d2682f7f95108b3301350edd,2026-06-29 15:50:35+00:00,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,0x5501bdc3fd3c95d8e35661b951d90e30f8550d7d,159987.06,withdrawal_from_exchange
0x5144fb541a98ec8e7372e4e65de2465f430b6012183fa1b930f60b160cab159f,2026-06-18 20:38:47+00:00,0x703c43ebe8370c051e8c652c987f2a5b78eeac5e,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,111587.77,deposit_to_exchange
0xf376350d0dcfca72c39b85550ff0f664352567894dc93c8701c33ff8e14b380b,2026-06-10 14:58:47+00:00,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,0xb9632a75b6b235e598d6fad13472c7f9bbdd87cf,100000.62,withdrawal_from_exchange
0x07a8099a0f54e845626389b1494ab39f9ea35b8921ab455658422826014ddd27,2026-06-05 07:32:59+00:00,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,0x731fb25009000de8dce8f9259262ebe58ff6590c,102700.0,withdrawal_from_exchange
0xcb253f07338c9293e4e94e33addc60ce891091e06321c4cec0e3163c46a6dfc4,2026-06-04 08:21:59+00:00,0xf335788b2251dec93332310d96d15500cdc4c34b,0xc5d3d8fbad6480f1234e7511a735f5718f2231bd,378970.8127967707,withdrawal_from_exchange
0x456f36c838409999c216a9cbbbde55a987cb2c9e465b2a80cc0ef56efc1eb06b,2026-05-26 08:50:11+00:00,0xb9e3deaa15ef93ea7068518573aaa0ebfc5b7a91,0x74de5d4fcbf63e00296fd95d33236b9794016631,100000.0,deposit_to_exchange
0x164f2dee653a26e3d9bf391ecb835756e4394b4885432e00667af968e1eabf51,2026-05-26 08:45:59+00:00,0xb9e3deaa15ef93ea7068518573aaa0ebfc5b7a91,0x74de5d4fcbf63e00296fd95d33236b9794016631,100000.0,deposit_to_exchange
0x745925ad41e924391bb46af18068e0b3624f885c4287a76046126f0f6c6f1120,2026-05-26 08:15:11+00:00,0xb9e3deaa15ef93ea7068518573aaa0ebfc5b7a91,0x74de5d4fcbf63e00296fd95d33236b9794016631,100000.0,deposit_to_exchange
0x436cb6b7c683fe0570a0afae071fa41b31c9dd7d263c8b41686680bfa866df37,2026-05-11 06:39:23+00:00,0x2b0302d0da80b7d206a5a07262ec3dfe0b3567cb,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,178742.0,deposit_to_exchange
0x7c3f8dcbe1078f24cc28f72e726c33c2471ca37a78ec7f5e923386a468d6722e,2026-05-11 06:34:47+00:00,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,0xb9632a75b6b235e598d6fad13472c7f9bbdd87cf,178742.0,withdrawal_from_exchange
0x2a15cbde606a0bc4aca690d7ae22505faf4d7ae0bedd7a660d53fe487d1ee872,2026-05-01 19:34:47+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0x2f76b6259f56cc5091f5531d8c359d0212886cdd,113179.47256177317,withdrawal_from_exchange
0x5bc25ec7a78ba386f099b007abe5a86320581eb6c65bf51cac004152bbab4684,2026-04-30 17:34:59+00:00,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,0x0f14300600434be8887567b3724e0c91f94b4be2,149976.0,withdrawal_from_exchange
0x87bb5d70add8bc32ba3d2b3b13a17d5404eb6fff2a18fa0b58b4b3b5a851acfe,2026-04-27 05:07:47+00:00,0x8fb25d40add1f28016ed7cec11e099a1d109bd4e,0xc593fe9193b745447e86b45ea0bf62565ee030cc,103814.38452063015,deposit_to_exchange
0x53b20e68e03cc2ff03697d874042d2868d9961aa407c8a9495b0b7c2ad7e49b6,2026-04-27 00:35:59+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0x7f54f05635d15cde17a49502fedb9d1803a3be8a,103816.99390009619,withdrawal_from_exchange
0x944da64857a180ba87f2e2ec558ffb621f72c985948a5669e264afd2bb191c91,2026-04-18 14:24:59+00:00,0xd7b9bf2cc7393d1faf81777d7edf02547519f4a0,0xc593fe9193b745447e86b45ea0bf62565ee030cc,180047.18585630358,deposit_to_exchange
0x86b1c3b24963dda2ea34d4a31125b2f649fbe26e90a4a4ac78be7e5e482a8167,2026-04-15 11:04:59+00:00,0x3b2642b7f84f095e67bb11dabf81d2776bf22ddf,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,131759.54,deposit_to_exchange
0xfa83695c8d9b775312a9d57b6974709427e216a47effcffa35bcfcffab372e75,2026-04-13 07:46:35+00:00,0x1acc861bfc47e7b163d5e9c1e0cea29e7b1f8f05,0x58edf78281334335effa23101bbe3371b6a36a51,165000.0,deposit_to_exchange
0x2ca46299d42a95d865c1f7be119e9bcc29155bd56d07c414579e133c6b9c8ff7,2026-04-12 07:53:59+00:00,0xaede56cc4d3311885baa47d465270c5ef971674e,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,130000.0,deposit_to_exchange
0xcf6e199b69414df5f378a1bb84b26cb774ec27bf33dae9298f196d73f7931cfa,2026-04-06 21:53:11+00:00,0x9642b23ed1e01df1092b92641051881a322f5d4e,0x3b2642b7f84f095e67bb11dabf81d2776bf22ddf,124055.68,withdrawal_from_exchange
0x28d47b638007407f93e05e4a6fdaa87d81d989720195eda3faf89d6abc3acdc0,2026-04-06 17:52:47+00:00,0xc0ed8b18b962be620d67ed824d12a24b0bfae22a,0xc593fe9193b745447e86b45ea0bf62565ee030cc,100000.00120205032,deposit_to_exchange
0xe2d987f1be62dcf8cec605c9c7dc510f710c0e3264a883e21b56cca29960ec62,2026-04-06 15:09:23+00:00,0x58edf78281334335effa23101bbe3371b6a36a51,0x6d5317ef321753c3ec2a5c96fb7f6e9e16a02b4c,218629.73,withdrawal_from_exchange
0x2bf1859f75160d7666bc74a18f44a9ebfba9e01f9586e09eb9c890e19b00cf6b,2026-03-30 11:52:35+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0x9da8bfa73922ba179b7ce8dc9d5d1d4444e48878,105762.77590700315,withdrawal_from_exchange
0x838f83fbe67aae9b5d663e6a973aebf7687119a6dc02d17c72d98ab6d99f389e,2026-03-28 13:44:35+00:00,0x548054687ef6c56c6d82e8269e5fd93d8b88fcb2,0xf335788b2251dec93332310d96d15500cdc4c34b,162847.51844708,deposit_to_exchange
0xb5a93c54324b9943c8d831f6f7ebfdebda30456f5a101c88c8d0fc7a2e86dc5c,2026-03-27 19:15:23+00:00,0xc0ed8b18b962be620d67ed824d12a24b0bfae22a,0xc593fe9193b745447e86b45ea0bf62565ee030cc,150000.00120205033,deposit_to_exchange
0x8782ffda5f7d4b1175cdef82804d944812a1d35eefe8ae7c39f8ad7e20cf394d,2026-03-18 16:08:11+00:00,0x5501bdc3fd3c95d8e35661b951d90e30f8550d7d,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,159987.06,deposit_to_exchange
0x131925fc3d938f8364c30e9482fe9c6c17091073e8cbd5dc0faea8cde0b8b321,2026-02-28 06:11:47+00:00,0x8f12d088048514e8ec4eb36db4a2d7aff409835e,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,187528.03,deposit_to_exchange
0x07094ddc64449753f8fee1a49575bbb89dce8139b6c60338006fb714e78768b0,2026-02-23 11:43:35+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0x3d90f66b534dd8482b181e24655a9e8265316be9,121504.24056356394,withdrawal_from_exchange
0xba5efd56a09b6b392f306fb2b74211d1a347d7f25573b3bc3ad6cf4e944f48d3,2026-02-23 09:57:47+00:00,0x7c89b3d72646bb76e81aaf33ade5cb91519c7202,0xc593fe9193b745447e86b45ea0bf62565ee030cc,131153.2052,deposit_to_exchange
0x94a36390a0b64972505b0a6fac3bbb9a0fb4fd1fa978a15c9b715dc430e2c00e,2026-02-18 12:39:47+00:00,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,0x8f12d088048514e8ec4eb36db4a2d7aff409835e,109203.23,withdrawal_from_exchange
0x7130c7cd303862cffac1f88f4fdb5aa4e31e55e94b86b09d3a9eabad069ab035,2026-02-13 19:08:47+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0x9da8bfa73922ba179b7ce8dc9d5d1d4444e48878,119026.99665166315,withdrawal_from_exchange
0x0568a936705ab75eb0818ea25c768ff2362592a251635220cb7d0c7698c89082,2026-02-10 09:39:47+00:00,0x5e1f62dac767b0491e3ce72469c217365d5b48cc,0x74de5d4fcbf63e00296fd95d33236b9794016631,252782.36534750726,deposit_to_exchange
0x0568a936705ab75eb0818ea25c768ff2362592a251635220cb7d0c7698c89082,2026-02-10 09:39:47+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0x5e1f62dac767b0491e3ce72469c217365d5b48cc,252782.3653475073,withdrawal_from_exchange
0x0568a936705ab75eb0818ea25c768ff2362592a251635220cb7d0c7698c89082,2026-02-10 09:39:47+00:00,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xb9e3deaa15ef93ea7068518573aaa0ebfc5b7a91,252782.36534750726,withdrawal_from_exchange
0x49da9fb31499f0b01fa02848a5211032d191845a2bdf222804d35b3e00236f2d,2026-02-09 03:04:47+00:00,0x926a4354ef671aac7b63ff1eddb620638e3d8893,0x9642b23ed1e01df1092b92641051881a322f5d4e,100000.0,deposit_to_exchange
0x52c1ffef36f58db7868396a1d408fd36838d750da3cbed78d9b253b53d99d7c2,2026-02-09 03:04:11+00:00,0x24e896d52cd44aaf83587e54d92a4c3d01e13b67,0x58edf78281334335effa23101bbe3371b6a36a51,100000.0,deposit_to_exchange
0x9642d301647eb9199472f91b52af444b2954d692ffba5a5631a77c588f3ded70,2026-02-02 07:57:35+00:00,0xdae019b2a5674b15f3b45796a6fcf343a86c139c,0xc593fe9193b745447e86b45ea0bf62565ee030cc,101501.95256109098,deposit_to_exchange
0xb7bf11b8b4376c6a259cca7c1aba0f12f12fe4343ec4b993666cd425ad2b94e8,2026-01-31 10:40:35+00:00,0x7025e8bde593902383965b971063958b65b60775,0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,111281.21603101202,deposit_to_exchange
0x9394027290a1a80d06f4d2655f3df9089956a9c5c5a2d0d61d81690711711e36,2026-01-29 20:43:11+00:00,0x0d4c762b3d73738b59cb406b04d198a40e84bdb8,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,100000.0,deposit_to_exchange
0x9056bb264a644524df692d60c1e8330c08e37d0863bb5111f9a9b1b743c513a2,2026-01-22 22:29:35+00:00,0xbc2dc96db5545ec8a997722add8792a6d0715ad1,0xeed86b90448c371eab47b7f16e294297c27e4f51,177217.0,deposit_to_exchange
0x896c0b9e3963a99db995c5ff1a52678e9f5055601b3e6f179e2e29b702a3e5e1,2026-01-22 22:01:35+00:00,0xeed86b90448c371eab47b7f16e294297c27e4f51,0x2f651832a3861a65089851e03bc2f3a6869cd9db,177212.0,withdrawal_from_exchange
0x676c25ed90252d12614506dc53ccecd439f2bcc7dbb6324a2a97f242402835f8,2026-01-15 02:47:35+00:00,0x186b77168aeb5242ee877d4062c525a9e1a5d98e,0x9642b23ed1e01df1092b92641051881a322f5d4e,136583.4,deposit_to_exchange
0x973fe7aa4ef3ce61cd228599a7cf92997314511c080bb7247abb59cbeacbab63,2026-01-06 14:51:47+00:00,0xbdf853dbd7f78b4d12203214fff818d105f68da3,0xc593fe9193b745447e86b45ea0bf62565ee030cc,112843.14236421783,deposit_to_exchange
0x7793a24a5891bb3b07a9ff89a52c4e55a75aa4ac9daf1b3b389a2a52536daa0e,2026-01-05 01:13:47+00:00,0x58edf78281334335effa23101bbe3371b6a36a51,0xa2d2266f4a4c98d6598c2740c566857e3e97d244,234710.7106,withdrawal_from_exchange
0x2921c7024362beb2ab92f36168c447721ada229253509384452e74b399668665,2026-01-05 01:04:59+00:00,0x1b14376ee2d46ae5c27a43d902d96d4f3f264b83,0x58edf78281334335effa23101bbe3371b6a36a51,510200.0,deposit_to_exchange
0xfe6a4396f252f1cabda3e9be3114d678b7bb49e40200fd104b6163830e70f0fb,2025-12-31 15:07:11+00:00,0x8aea432a775946d4e66eb973da805e0f250660fd,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,300000.0,deposit_to_exchange
0x1b462e7849e25543f0a262d2efc6bc1e306f1dc43175d260ccee9bfdf92c2eed,2025-12-31 10:38:59+00:00,0xd304e0804268151cd9830f07721ce5ae188c56d7,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,197651.75,deposit_to_exchange
0x64bc7d85ba41f7927d30132dd851a598ac171a36a1c4eedfb42045fa3c0400a9,2025-12-30 15:59:47+00:00,0xb0c31b839a2bad63e38cb1ddbad4ff214d686a5f,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,959706.23,deposit_to_exchange
0x9e09adf2b6941e65821b4b1cce12b033ee92dd097585ff4735858a8568e0d49f,2025-12-29 19:42:59+00:00,0x30d66bf121f216c546c37014de2f3dac4d013435,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,100000.0,deposit_to_exchange
0xfaf4e93e37cee5527817f0746d563bd598082f50016caf0049acd21c5e4c7080,2025-12-29 06:34:23+00:00,0xf8177d98a5689a9d02e1ddb4a68b3ebca3b517b1,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,246814.21,deposit_to_exchange
0x3986b9a5abb1fcbfd27e240bc0568f98d93539330a098f90dca7277d42b110bd,2025-12-27 18:23:11+00:00,0x2979caa3a35be097d188e66311a39f72fb831812,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,163186.03,deposit_to_exchange
0x42e0522573854086894a0c87f0a2003b4339ebca8afb86ea12000ab7b7f962c8,2025-12-26 21:06:35+00:00,0xf89d1c2e228fe80164e5cfe666ad6c51d26f6a3b,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,251264.5,deposit_to_exchange
0x2e7777d6c225161b0b02e0868dd70a96b3f9ffeba39878cd734f19bd661ef946,2025-12-25 19:12:23+00:00,0xece02834a14fd137e53270bb925ccc4128074baf,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,530574.0,deposit_to_exchange
0x1e964918e5d601fe49d372822ff6273a780022f650735255525fd674605317b7,2025-12-25 07:53:11+00:00,0x9642b23ed1e01df1092b92641051881a322f5d4e,0x634084ef3e100f5ed064a304781fd95d9e076c14,120000.0,withdrawal_from_exchange
0x442c8b1f25732beade7e2c8241798990bea95f57b239329dfe3ef1b43d4b13c9,2025-12-24 15:56:11+00:00,0x3b2642b7f84f095e67bb11dabf81d2776bf22ddf,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,170000.0,deposit_to_exchange
0xc69485459af43d6ccfea95dd2a292827c3d0a7b4550f2c19334ffdced861103b,2025-12-23 22:11:23+00:00,0x731fb25009000de8dce8f9259262ebe58ff6590c,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,100000.0,deposit_to_exchange
0x7df14148f37eed38e0c4207c6d25902caf4579d74e4b90a4dfdd6296c0b82211,2025-12-23 08:32:47+00:00,0x353bc646eb1884bb5810f5b8f814cb3604744db8,0x0d9a1ca7bc756ae009672db626cde3c9bef583ef,104275.5,deposit_to_exchange
0xf5bc84a5650e2dfd2074044c3f5a5cc1f2565c993ddec8e3e28e9095898cd331,2025-12-21 22:02:59+00:00,0xc206b70b7b24c692b5384cd6cd8e95b27b674ece,0xeed86b90448c371eab47b7f16e294297c27e4f51,135069.0,deposit_to_exchange
0x105a27f8beccf652a5fa71ca12adfa8df1821b35f6c06e0b756a6e0832378ae2,2025-12-20 08:36:35+00:00,0x4ff1d40fb7b56665bf95d8d8e3a5320de46709a1,0xc593fe9193b745447e86b45ea0bf62565ee030cc,102122.9069,deposit_to_exchange
0xdf5e01bec53ca6a8e52cee1e1950ddc2a2cb77dfbf4a452c42fff6be7874a141,2025-12-18 16:37:23+00:00,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xf8177d98a5689a9d02e1ddb4a68b3ebca3b517b1,136050.9518494811,withdrawal_from_exchange
0x5950796464c350e80f4f27ce5aa4e10f2a7acb5dc86f100b013faed443788bab,2025-12-18 00:03:47+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0x3d90f66b534dd8482b181e24655a9e8265316be9,111757.35761655647,withdrawal_from_exchange
0x84d6e191c00e48b6b5e72963eac8f9fa0d8d86e061f6bee156b0c6ff90c4e4f3,2025-12-15 22:48:11+00:00,0xc206b70b7b24c692b5384cd6cd8e95b27b674ece,0xeed86b90448c371eab47b7f16e294297c27e4f51,225000.0,deposit_to_exchange
0x240a8c03ab3c1cbac8a5d2d59eca2cae7aad12a9498cce1834b53d6ffbe6f8ba,2025-12-12 16:04:35+00:00,0xe8c15aad9d4cd3f59c9dfa18828b91a8b2c49596,0x58edf78281334335effa23101bbe3371b6a36a51,700000.0,deposit_to_exchange
0xa09572dfe6daa2335478f13938067840150f1456f7460ac36bc2c94e3edaa028,2025-12-12 13:41:23+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,118410.67638882405,withdrawal_from_exchange
0x7e11de6588337e6797223d84a675d903eb5148b536b6a2e16f85786714fa7fe8,2025-12-10 20:03:47+00:00,0x24e896d52cd44aaf83587e54d92a4c3d01e13b67,0x58edf78281334335effa23101bbe3371b6a36a51,150000.0,deposit_to_exchange
0xeca57310cac88caa71db20fc6937b4f5787cf74a9c7ce8d40b520e9965ddd21f,2025-12-10 19:55:47+00:00,0x926a4354ef671aac7b63ff1eddb620638e3d8893,0x3cc936b795a188f0e246cbb2d74c5bd190aecf18,120000.0,deposit_to_exchange
0xa6869c23296611678e0e9322d2802c426f44200516a433f0e7f3fc413a977480,2025-12-10 16:01:23+00:00,0xd32689f698c1d4c16ec880284548c038cc66b602,0xc593fe9193b745447e86b45ea0bf62565ee030cc,139449.7928414149,deposit_to_exchange
0xf1fc684a86daedd8371458a798798e110d03f4acbd2d08266e43620cf807105e,2025-11-28 08:00:47+00:00,0xd481533be66b675b25976210ad723ff86bb4d00f,0x8c864d0c8e476bf9eb9d620c10e1296fb0e2f940,156373.12870861284,deposit_to_exchange
0x6b8400aa3e5eab45b816f98b196863bc462eb70dbd68a2e7716e3a4aaf6eb608,2025-11-27 01:18:11+00:00,0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,0x58edf78281334335effa23101bbe3371b6a36a51,500000.0,deposit_to_exchange
0xa80010c6ab6292846b8be675b18827ac9fc55c130e04bf8b0fbff01473cb68c3,2025-11-26 07:52:23+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0xc36442b4a4522e871399cd717abdd847ab11fe88,615530.6120644473,withdrawal_from_exchange
0xdb7238ec3fdde0aa4829f75fb709dc2e486e11e37447c18ab208429982ec4cd3,2025-11-24 07:51:47+00:00,0x24e896d52cd44aaf83587e54d92a4c3d01e13b67,0x58edf78281334335effa23101bbe3371b6a36a51,140000.0,deposit_to_exchange
0xadbba4eec1a9d252f076abcd427f55508126647557de1ea063442c6368ccf9ee,2025-11-24 07:45:35+00:00,0x926a4354ef671aac7b63ff1eddb620638e3d8893,0x3cc936b795a188f0e246cbb2d74c5bd190aecf18,110000.0,deposit_to_exchange
0x29b1fce65ac25acb253b0c84c68da3780cbbfdfa9c161c78a3cb94677c64bac6,2025-11-24 02:46:47+00:00,0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,0x58edf78281334335effa23101bbe3371b6a36a51,100000.0,deposit_to_exchange
0xf4cff01e4f91911a2f723410ad1d51b4085b1121012d0cec607d4d50e21abf55,2025-11-20 12:10:11+00:00,0x548054687ef6c56c6d82e8269e5fd93d8b88fcb2,0xf335788b2251dec93332310d96d15500cdc4c34b,150000.0,deposit_to_exchange
0xc78ca164887e6722c5250d1a2712fcb2350497d43bac99714526d5cc6bf6ab23,2025-11-16 08:57:47+00:00,0xc593fe9193b745447e86b45ea0bf62565ee030cc,0xc36442b4a4522e871399cd717abdd847ab11fe88,639798.3370421685,withdrawal_from_exchange
0x3f92d91bde7aa6016ff1c6d8d6e6e72c9fe05a8ce811b3a1658e324c2ebd3f42,2025-11-12 19:17:35+00:00,0xf21822e714d04280e4a177c3313df08f6fbddc76,0xc593fe9193b745447e86b45ea0bf62565ee030cc,126608.65149542954,deposit_to_exchange
0x8eb499fdc1e0b01432c9298ee65ea0609e934dee08cc3f10839d5f5af550b279,2025-11-05 00:36:59+00:00,0x24e896d52cd44aaf83587e54d92a4c3d01e13b67,0x58edf78281334335effa23101bbe3371b6a36a51,250000.0,deposit_to_exchange
0xae20b6e2af7b9c1eb61a74efa79d7b7f2b7ea9815796413a7e86ca6e6fcc1bf1,2025-11-04 19:58:47+00:00,0x58edf78281334335effa23101bbe3371b6a36a51,0x2933782b5a8d72f2754103d1489614f29bfa4625,100000.0,withdrawal_from_exchange
0x9c6db356aa90d4c97398c5ea2e03acf6bde6a528110156a94911b1b357b9d188,2025-10-13 00:58:35+00:00,0x926a4354ef671aac7b63ff1eddb620638e3d8893,0x9642b23ed1e01df1092b92641051881a322f5d4e,122749.07,deposit_to_exchange
0x9b0d0d8369000b5165cbc1aad91893b60d044e5562b67ac8647967b904e02aa9,2025-10-13 00:48:23+00:00,0x58edf78281334335effa23101bbe3371b6a36a51,0x65c4b6feda69f8f846c7fb1f5eaaacdeeabecea9,122749.07,withdrawal_from_exchange
0x7a876146205da9206ae3e9b01b985ba3a35b3df25cee96c54215a5a1e02dbf26,2025-10-11 02:00:47+00:00,0x58edf78281334335effa23101bbe3371b6a36a51,0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,244511.16786157052,withdrawal_from_exchange
0x6c63f843cfbb40e67baaaa229d6da1193614b2352e50926c9b05701f21b60f58,2025-10-10 18:26:35+00:00,0x24e896d52cd44aaf83587e54d92a4c3d01e13b67,0x58edf78281334335effa23101bbe3371b6a36a51,368268.0,deposit_to_exchange
0x34f9c4b8b2fa374525fb2dff2b4fe6e1a54b51676a42ba13e917e34f42d7fffd,2025-10-06 16:21:11+00:00,0xaee861930c2149b4605a2fed2fde2942f33c4685,0x74de5d4fcbf63e00296fd95d33236b9794016631,159841.69091394215,deposit_to_exchange
0x8a6877c21eb85298ea6bd6c25aab138ddda6724aa535fd5d476047ae7fd94c8c,2025-10-04 02:00:47+00:00,0x58edf78281334335effa23101bbe3371b6a36a51,0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,534173.2437267915,withdrawal_from_exchange
0x7fcb2c4575de3b1b8f63bd76fbdbcf6b779cab7abdd43aa0d48082d844717fe0,2025-10-04 02:00:47+00:00,0x58edf78281334335effa23101bbe3371b6a36a51,0xaa10db8804d076601999c7cd769e02e44a99d5b2,950788.8987526655,withdrawal_from_exchange
0x94e4650496851a6a17f063043b0d463ee3eaec740e0082069a8f261e3b4a78c0,2025-10-02 18:01:11+00:00,0x2933782b5a8d72f2754103d1489614f29bfa4625,0x58edf78281334335effa23101bbe3371b6a36a51,1410000.0,deposit_to_exchange
0x6e2d3f0e34744e8085cd58fd052b534e35a7e433d560ee78f888fab337e984c3,2025-10-02 12:37:47+00:00,0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,0x58edf78281334335effa23101bbe3371b6a36a51,500000.0,deposit_to_exchange
